source_a,source_b,n_shared,name_a,name_b,shared_tokens,name_match,verdict,first_shared_date,last_shared_date
SANG,STC.TO,49,Sangoma Technologies Corporation,Sangoma Technologies Corporation,sangoma technologies,True,name_match,2006-04-01,2021-04-01
0R1T.L,EXPE,49,"Expedia Group, Inc.","Expedia Group, Inc.",expedia,True,name_match,2013-01-01,2026-04-01
0HFB.L,APH,49,Amphenol Corporation,Amphenol Corporation,amphenol,True,name_match,2012-10-01,2026-04-01
0R2C.L,EDR.TO,49,Endeavour Silver Corp.,Endeavour Silver Corp.,endeavour silver,True,name_match,2013-01-01,2026-04-01
DTE,DTG,49,DTE Energy Company,DTE Energy Company 2021 Series,dte energy,True,name_match,2007-07-01,2026-01-01
0A18.L,GIB,48,CGI Inc.,CGI Inc.,cgi,True,name_match,2006-07-01,2025-07-01
GIB,GIB-A.TO,48,CGI Inc.,CGI Inc.,cgi,True,name_match,2006-07-01,2025-07-01
0QYM.L,FVI.TO,48,Fortuna Mining Corp.,Fortuna Mining Corp.,fortuna mining,True,name_match,2013-01-01,2025-10-01
0VGE.L,SSRM.TO,48,SSR Mining Inc.,SSR Mining Inc.,mining ssr,True,name_match,2013-01-01,2025-10-01
ECCC,ECCU,48,Eagle Point Credit Company Inc.,Eagle Point Credit Company Inc.,credit eagle point,True,name_match,2014-04-01,2026-04-01
ECCC,ECCV,48,Eagle Point Credit Company Inc.,Eagle Point Credit Company Inc.,credit eagle point,True,name_match,2014-04-01,2026-04-01
ECCU,ECCV,48,Eagle Point Credit Company Inc.,Eagle Point Credit Company Inc.,credit eagle point,True,name_match,2014-04-01,2026-04-01
0R35.L,CCJ,48,Cameco Corporation,Cameco Corporation,cameco,True,name_match,2013-01-01,2025-07-01
0IYU.L,AUMN.TO,48,Golden Minerals Company,Golden Minerals Company,golden minerals,True,name_match,2012-10-01,2025-07-01
BRAG,BRAG.TO,48,Bragg Gaming Group Inc.,Bragg Gaming Group Inc.,bragg gaming,True,name_match,2006-07-01,2025-07-01
0QKU.L,RY.TO,48,Royal Bank of Canada,Royal Bank of Canada,bank canada royal,True,name_match,2013-04-01,2025-07-01
0HC2.L,ALRM,48,"Alarm.com Holdings, Inc.","Alarm.com Holdings, Inc.",alarm com,True,name_match,2013-07-01,2026-04-01
0LJL.L,UHS,48,"Universal Health Services, Inc.","Universal Health Services, Inc.",health services universal,True,name_match,2012-10-01,2026-04-01
0QYM.L,FSM,47,Fortuna Mining Corp.,Fortuna Mining Corp.,fortuna mining,True,name_match,2013-01-01,2025-10-01
OTEX,OTEX.TO,47,Open Text Corporation,Open Text Corporation,open text,True,name_match,2006-07-01,2025-10-01
0TIQ.L,FICO,46,Fair Isaac Corporation,Fair Isaac Corporation,fair isaac,True,name_match,2012-10-01,2026-04-01
0VFA.L,QSR.TO,46,"Restaurant Brands International, Inc.",Restaurant Brands International Inc.,brands international restaurant,True,name_match,2013-01-01,2026-04-01
0VFA.L,QSP-UN.TO,46,"Restaurant Brands International, Inc.",Restaurant Brands International Limited Partnership,brands international restaurant,True,name_match,2013-01-01,2025-07-01
0VFA.L,QSR,46,"Restaurant Brands International, Inc.",Restaurant Brands International Inc.,brands international restaurant,True,name_match,2013-01-01,2025-07-01
0R2C.L,EXK,46,Endeavour Silver Corp.,Endeavour Silver Corp.,endeavour silver,True,name_match,2013-01-01,2025-10-01
0HQU.L,CF,46,"CF Industries Holdings, Inc.","CF Industries Holdings, Inc.",cf industries,True,name_match,2012-10-01,2026-04-01
0UU0.L,EFR.TO,46,Energy Fuels Inc.,Energy Fuels Inc.,energy fuels,True,name_match,2014-01-01,2025-10-01
FSV,FSV.TO,45,FirstService Corporation,FirstService Corporation,firstservice,True,name_match,2012-10-01,2025-07-01
0LWG.L,WY,45,Weyerhaeuser Company,Weyerhaeuser Company,weyerhaeuser,True,name_match,2012-10-01,2026-04-01
0HWG.L,CC,45,The Chemours Company,The Chemours Company,chemours,True,name_match,2013-10-01,2026-04-01
0HJH.L,ALV,45,"Autoliv, Inc.","Autoliv, Inc.",autoliv,True,name_match,2012-10-01,2026-04-01
AQN,AQN.TO,45,Algonquin Power & Utilities Corp.,Algonquin Power & Utilities Corp.,algonquin power utilities,True,name_match,2006-07-01,2026-04-01
0HK4.L,CAR,45,"Avis Budget Group, Inc.","Avis Budget Group, Inc.",avis budget,True,name_match,2013-01-01,2026-04-01
0KGH.L,PAYC,45,"Paycom Software, Inc.","Paycom Software, Inc.",paycom software,True,name_match,2012-10-01,2026-04-01
0K05.L,MED,45,"Medifast, Inc.","Medifast, Inc.",medifast,True,name_match,2013-01-01,2026-04-01
NWG,NWG.L,44,NatWest Group plc,NatWest Group plc,natwest,True,name_match,2008-04-01,2026-01-01
TSAT,TSAT.TO,44,Telesat Corporation,Telesat Corporation,telesat,True,name_match,2012-07-01,2025-04-01
0QOW.L,RIG,44,Transocean Ltd.,Transocean Ltd.,transocean,True,name_match,2013-01-01,2026-04-01
0EV1.L,CCL,44,Carnival Corporation & plc,Carnival Corporation & plc,carnival,True,name_match,2012-10-01,2026-04-01
0IQE.L,FLS,44,Flowserve Corporation,Flowserve Corporation,flowserve,True,name_match,2012-10-01,2026-04-01
0LF8.L,THO,43,"Thor Industries, Inc.","Thor Industries, Inc.",industries thor,True,name_match,2013-07-01,2026-01-01
0K3W.L,MYGN,43,"Myriad Genetics, Inc.","Myriad Genetics, Inc.",genetics myriad,True,name_match,2012-04-01,2026-04-01
0R2J.L,AEM,43,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,agnico eagle mines,True,name_match,2006-07-01,2025-07-01
QSP-UN.TO,QSR.TO,43,Restaurant Brands International Limited Partnership,Restaurant Brands International Inc.,brands international restaurant,True,name_match,2012-10-01,2025-07-01
QSR,QSR.TO,43,Restaurant Brands International Inc.,Restaurant Brands International Inc.,brands international restaurant,True,name_match,2012-10-01,2025-07-01
ALCLS.PA,CLLS,43,Cellectis S.A.,Cellectis S.A.,cellectis,True,name_match,2012-07-01,2026-04-01
ETL.L,ETL.PA,42,Eutelsat Communications S.A.,Eutelsat Communications S.A.,communications eutelsat,True,name_match,2005-04-01,2025-10-01
0M29.L,XYL,42,Xylem Inc.,Xylem Inc.,xylem,True,name_match,2012-10-01,2026-01-01
0KCC.L,IMDX,42,Insight Molecular Diagnostics Inc.,Insight Molecular Diagnostics Inc.,diagnostics insight molecular,True,name_match,2015-04-01,2026-04-01
0VL5.L,TXG.TO,42,Torex Gold Resources Inc.,Torex Gold Resources Inc.,gold resources torex,True,name_match,2014-10-01,2025-10-01
0KTI.L,ENB,41,Enbridge Inc.,Enbridge Inc.,enbridge,True,name_match,2006-07-01,2017-01-01
0G68.L,KENDR.AS,41,Kendrion N.V.,Kendrion N.V.,kendrion,True,name_match,2012-10-01,2026-01-01
0J71.L,JBHT,41,"J.B. Hunt Transport Services, Inc.","J.B. Hunt Transport Services, Inc.",hunt services transport,True,name_match,2012-10-01,2026-04-01
SHOP,SHOP.TO,40,Shopify Inc.,Shopify Inc.,shopify,True,name_match,2014-01-01,2026-04-01
0HR2.L,CME,40,CME Group Inc.,CME Group Inc.,cme,True,name_match,2012-10-01,2026-04-01
BTE,BTE.TO,40,Baytex Energy Corp.,Baytex Energy Corp.,baytex energy,True,name_match,2006-07-01,2016-04-01
DSG.TO,DSGX,40,The Descartes Systems Group Inc.,The Descartes Systems Group Inc.,descartes systems,True,name_match,2006-07-01,2016-04-01
ENB,ENB.TO,39,Enbridge Inc.,Enbridge Inc.,enbridge,True,name_match,2006-07-01,2016-10-01
0XVU.L,ZS,39,"Zscaler, Inc.","Zscaler, Inc.",zscaler,True,name_match,2016-07-01,2026-04-01
0R2J.L,AEM.TO,39,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,agnico eagle mines,True,name_match,2006-07-01,2026-04-01
0AHJ.L,HBM.TO,39,Hudbay Minerals Inc.,Hudbay Minerals Inc.,hudbay minerals,True,name_match,2015-07-01,2026-04-01
0KKZ.L,MDB,38,"MongoDB, Inc.","MongoDB, Inc.",mongodb,True,name_match,2017-01-01,2026-04-01
0JQQ.L,ADM,38,Archer-Daniels-Midland Company,Archer-Daniels-Midland Company,archer daniels midland,True,name_match,2013-01-01,2026-01-01
0HH6.L,AQMS,38,"Aqua Metals, Inc.","Aqua Metals, Inc.",aqua metals,True,name_match,2015-01-01,2026-04-01
0HYJ.L,CTAS,38,Cintas Corporation,Cintas Corporation,cintas,True,name_match,2012-10-01,2026-04-01
0HQ1.L,AZTA,37,"Azenta, Inc.","Azenta, Inc.",azenta,True,name_match,2014-01-01,2026-04-01
0VBE.L,OR,37,OR Royalties Inc.,OR Royalties Inc.,or royalties,True,name_match,2014-04-01,2023-07-01
0IC9.L,D,37,"Dominion Energy, Inc.","Dominion Energy, Inc.",dominion energy,True,name_match,2013-01-01,2025-07-01
0HV8.L,PEUG.PA,37,Peugeot Invest S.A.,Peugeot Invest S.A.,invest peugeot,True,name_match,2005-10-01,2025-10-01
0LVJ.L,WU,37,The Western Union Company,The Western Union Company,union western,True,name_match,2012-10-01,2026-01-01
IPH.PA,IPHA,37,Innate Pharma S.A.,Innate Pharma S.A.,innate pharma,True,name_match,2005-10-01,2025-04-01
0SGO.L,DBX,36,"Dropbox, Inc.","Dropbox, Inc.",dropbox,True,name_match,2016-01-01,2026-04-01
HUT,HUT.TO,36,Hut 8 Corp.,Hut 8 Mining Corp.,hut,True,name_match,2012-10-01,2025-04-01
0VNO.L,VGZ.TO,36,Vista Gold Corp.,Vista Gold Corp.,gold vista,True,name_match,2016-07-01,2025-07-01
AQN.TO,AQNB,36,Algonquin Power & Utilities Corp.,Algonquin Power & Utilities Corp.,algonquin power utilities,True,name_match,2013-01-01,2026-04-01
0K80.L,NEE,35,"NextEra Energy, Inc.","NextEra Energy, Inc.",energy nextera,True,name_match,2012-10-01,2026-04-01
0R08.L,UPS,35,"United Parcel Service, Inc.","United Parcel Service, Inc.",parcel service united,True,name_match,2012-10-01,2026-04-01
0IP1.L,BLC.PA,35,Bastide Le Confort Médical S.A.,Bastide Le Confort Médical S.A.,bastide confort le medical,True,name_match,2008-04-01,2025-10-01
0I6Q.L,DTG,35,DTE Energy Company,DTE Energy Company 2021 Series,dte energy,True,name_match,2013-01-01,2025-07-01
0R0U.L,CDE,35,"Coeur Mining, Inc.","Coeur Mining, Inc.",coeur mining,True,name_match,2012-10-01,2025-07-01
ALNOV.PA,NCYT.L,35,Novacyt S.A.,Novacyt S.A.,novacyt,True,name_match,2012-07-01,2025-07-01
0QXX.L,MOLN,35,Molecular Partners AG,Molecular Partners AG,molecular partners,True,name_match,2014-01-01,2025-10-01
0DO7.L,AVT.PA,34,Avenir Telecom S.A.,Avenir Telecom S.A.,avenir telecom,True,name_match,2007-01-01,2026-01-01
CBE.PA,RBT.PA,34,Robertet S.A.,Robertet S.A.,robertet,True,name_match,2007-10-01,2025-10-01
BMNP,BMNR,34,"Bitmine Immersion Technologies, Inc.","Bitmine Immersion Technologies, Inc.",bitmine immersion technologies,True,name_match,2011-01-01,2026-04-01
0EAQ.L,TNK,34,Teekay Tankers Ltd.,Teekay Tankers Ltd.,tankers teekay,True,name_match,2012-10-01,2026-04-01
0I35.L,ED,34,"Consolidated Edison, Inc.","Consolidated Edison, Inc.",consolidated edison,True,name_match,2012-10-01,2026-04-01
0OQQ.L,INF.PA,34,Infotel S.A.,Infotel S.A.,infotel,True,name_match,2008-10-01,2025-10-01
0I6Q.L,DTE,34,DTE Energy Company,DTE Energy Company,dte energy,True,name_match,2013-01-01,2026-04-01
0VQD.L,CB,34,Chubb Limited,Chubb Limited,chubb,True,name_match,2013-01-01,2022-10-01
0L5A.L,SREA,34,Sempra,Sempra,sempra,True,name_match,2012-10-01,2026-04-01
0VJA.L,SLF.TO,33,Sun Life Financial Inc.,Sun Life Financial Inc.,financial life sun,True,name_match,2013-01-01,2026-01-01
PHAR,PHARM.AS,33,Pharming Group N.V.,Pharming Group N.V.,pharming,True,name_match,2009-10-01,2025-04-01
0Z62.L,KDP,32,Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc.,dr keurig pepper,True,name_match,2018-07-01,2026-04-01
VTA.AS,VTA.L,32,Volta Finance Limited,Volta Finance Limited,finance volta,True,name_match,2008-07-01,2026-01-01
0IF3.L,EMN,32,Eastman Chemical Company,Eastman Chemical Company,chemical eastman,True,name_match,2013-01-01,2026-04-01
AG,AG.TO,32,First Majestic Silver Corp.,First Majestic Silver Corp.,first majestic silver,True,name_match,2006-04-01,2025-07-01
0VJA.L,SLF,32,Sun Life Financial Inc.,Sun Life Financial Inc.,financial life sun,True,name_match,2013-01-01,2025-07-01
0ROZ.L,XFAB.PA,32,X-FAB Silicon Foundries SE,X-FAB Silicon Foundries SE,fab foundries silicon,True,name_match,2016-01-01,2026-04-01
0KJD.L,PLNT,31,"Planet Fitness, Inc.","Planet Fitness, Inc.",fitness planet,True,name_match,2014-01-01,2026-04-01
AXS.AS,AXS.L,31,Accsys Technologies PLC,Accsys Technologies PLC,accsys technologies,True,name_match,2003-01-01,2025-01-01
HBM,HBM.TO,31,Hudbay Minerals Inc.,Hudbay Minerals Inc.,hudbay minerals,True,name_match,2015-07-01,2025-10-01
0AHJ.L,HBM,30,Hudbay Minerals Inc.,Hudbay Minerals Inc.,hudbay minerals,True,name_match,2015-07-01,2025-07-01
0HSU.L,CWH,30,"Camping World Holdings, Inc.","Camping World Holdings, Inc.",camping world,True,name_match,2015-01-01,2026-04-01
0A6Y.L,XRX,30,Xerox Holdings Corporation,Xerox Holdings Corporation,xerox,True,name_match,2014-10-01,2026-04-01
ING,INGA.AS,30,ING Groep N.V.,ING Groep N.V.,groep ing,True,name_match,2009-04-01,2026-01-01
KEEL,KEEL.TO,29,Keel Infrastructure Corp.,Keel Infrastructure Corp.,infrastructure keel,True,name_match,2018-04-01,2025-10-01
ACB,ACB.TO,29,Aurora Cannabis Inc.,Aurora Cannabis Inc.,aurora cannabis,True,name_match,2007-07-01,2025-10-01
CVE,CVE.TO,28,Cenovus Energy Inc.,Cenovus Energy Inc.,cenovus energy,True,name_match,2009-10-01,2025-07-01
CRDL,CRDL.TO,28,Cardiol Therapeutics Inc.,Cardiol Therapeutics Inc.,cardiol therapeutics,True,name_match,2017-10-01,2025-10-01
0P07.L,FF.TO,28,First Mining Gold Corp.,First Mining Gold Corp.,first gold mining,True,name_match,2019-01-01,2026-04-01
0UGP.L,AIM.TO,28,Aimia Inc.,Aimia Inc.,aimia,True,name_match,2012-10-01,2026-04-01
ACT.TO,ADUR,28,Aduro Clean Technologies Inc.,Aduro Clean Technologies Inc.,aduro clean technologies,True,name_match,2018-07-01,2026-01-01
0L5A.L,SRE,28,Sempra,Sempra,sempra,True,name_match,2012-10-01,2026-04-01
0O80.L,BAIN.PA,28,Société Anonyme des Bains de Mer et du Cercle des Étrangers à Monaco,Société Anonyme des Bains de Mer et du Cercle des Étrangers à Monaco,anonyme bains cercle des du et etrangers mer monaco societe,True,name_match,2012-07-01,2026-01-01
0IX0.L,GLO.PA,27,GL Events S.A.,GL Events S.A.,events gl,True,name_match,2013-04-01,2026-04-01
0DLI.L,ACOMO.AS,27,Acomo N.V.,Acomo N.V.,acomo,True,name_match,2013-04-01,2026-04-01
TFII,TFII.TO,27,TFI International Inc.,TFI International Inc.,international tfi,True,name_match,2006-07-01,2026-04-01
0URY.L,DML.TO,27,Denison Mines Corp.,Denison Mines Corp.,denison mines,True,name_match,2018-01-01,2026-04-01
0HDQ.L,SDG.PA,26,Synergie SE,Synergie SE,synergie,True,name_match,2013-04-01,2025-10-01
0OPJ.L,ABCA.PA,26,ABC arbitrage S.A.,ABC arbitrage S.A.,abc arbitrage,True,name_match,2012-10-01,2025-10-01
0O1O.L,VETO.PA,26,Vetoquinol S.A.,Vetoquinol S.A.,vetoquinol,True,name_match,2013-04-01,2025-10-01
0O0E.L,BIG.PA,26,BigBen Interactive,BigBen Interactive,bigben interactive,True,name_match,2013-01-01,2025-07-01
VTA.AS,VTAS.L,26,Volta Finance Limited,Volta Finance Limited,finance volta,True,name_match,2008-07-01,2022-07-01
VTA.L,VTAS.L,26,Volta Finance Limited,Volta Finance Limited,finance volta,True,name_match,2008-07-01,2022-07-01
0QSV.L,EKI.PA,26,Ekinops S.a.,Ekinops S.a.,ekinops,True,name_match,2013-04-01,2026-04-01
0NY3.L,STF.PA,26,STEF S.a.,STEF S.a.,stef,True,name_match,2013-04-01,2025-10-01
0II4.L,EQIX,26,"Equinix, Inc.","Equinix, Inc.",equinix,True,name_match,2013-10-01,2026-04-01
0O33.L,SBT.PA,26,Oeneo S.A.,Oeneo S.A.,oeneo,True,name_match,2013-01-01,2026-01-01
0GN6.L,ARG.PA,26,Argan S.A.,Argan S.A.,argan,True,name_match,2013-04-01,2026-04-01
0HHU.L,ARR,26,"ARMOUR Residential REIT, Inc.","ARMOUR Residential REIT, Inc.",armour reit residential,True,name_match,2012-10-01,2026-04-01
ASTL,ASTL.TO,26,Algoma Steel Group Inc.,Algoma Steel Group Inc.,algoma steel,True,name_match,2012-10-01,2025-07-01
0DI7.L,AJAX.AS,26,AFC Ajax N.V.,AFC Ajax N.V.,afc ajax,True,name_match,2012-10-01,2025-10-01
0OR2.L,LNA.PA,26,LNA Santé S.A.,LNA Santé S.A.,lna sante,True,name_match,2013-04-01,2025-10-01
0F8V.L,AKW.PA,26,Akwel,Akwel,akwel,True,name_match,2013-04-01,2025-10-01
0DTF.L,BOI.PA,26,Boiron S.A.,Boiron S.A.,boiron,True,name_match,2013-04-01,2025-10-01
0OQ0.L,VAC.PA,26,Pierre et Vacances S.A.,Pierre et Vacances S.A.,et pierre vacances,True,name_match,2013-01-01,2026-01-01
0DZJ.L,CEN.PA,26,Groupe CRIT S.A.,Groupe CRIT S.A.,crit,True,name_match,2013-04-01,2025-10-01
0IPY.L,AUB.PA,26,Aubay S.A.,Aubay S.A.,aubay,True,name_match,2013-04-01,2025-10-01
0HVA.L,PIG.PA,25,Haulotte Group S.A.,Haulotte Group S.A.,haulotte,True,name_match,2013-04-01,2025-10-01
STN,STN.TO,25,Stantec Inc.,Stantec Inc.,stantec,True,name_match,2006-07-01,2025-07-01
0F2S.L,LIN.PA,25,Linedata Services S.A.,Linedata Services S.A.,linedata services,True,name_match,2013-04-01,2025-04-01
0VHA.L,SHOP,25,Shopify Inc.,Shopify Inc.,shopify,True,name_match,2014-01-01,2025-07-01
0VHA.L,SHOP.TO,25,Shopify Inc.,Shopify Inc.,shopify,True,name_match,2014-01-01,2025-07-01
0J5I.L,HLT,25,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,hilton worldwide,True,name_match,2016-01-01,2026-04-01
0N7N.L,CDA.PA,25,Compagnie des Alpes S.A.,Compagnie des Alpes S.A.,alpes compagnie des,True,name_match,2013-01-01,2026-01-01
0QVW.L,ATEME.PA,25,Ateme S.A.,Ateme S.A.,ateme,True,name_match,2013-10-01,2025-10-01
0OA7.L,ASY.PA,25,Assystem S.A.,Assystem S.A.,assystem,True,name_match,2013-04-01,2025-10-01
0QAV.L,NANO.PA,25,Nanobiotix S.A.,Nanobiotix S.A.,nanobiotix,True,name_match,2013-04-01,2025-10-01
0Q77.L,AB.PA,25,AB Science S.A.,AB Science S.A.,science,True,name_match,2013-04-01,2025-10-01
0NNU.L,NEDAP.AS,25,Nedap N.V.,Nedap N.V.,nedap,True,name_match,2013-04-01,2026-04-01
0DTK.L,SAVE.PA,25,Savencia S.A.,Savencia S.A.,savencia,True,name_match,2013-04-01,2025-10-01
VOXR,VOXR.TO,25,Vox Royalty Corp.,Vox Royalty Corp.,royalty vox,True,name_match,2019-10-01,2026-04-01
SRE,SREA,25,Sempra,Sempra,sempra,True,name_match,2012-07-01,2026-04-01
0RVA.L,SMCP.PA,25,SMCP S.a.,SMCP S.a.,smcp,True,name_match,2012-10-01,2026-04-01
0ELV.L,GBT.PA,25,Guerbet S.A.,Guerbet S.A.,guerbet,True,name_match,2013-04-01,2025-10-01
0GX2.L,NRO.PA,25,Neurones S.A.,Neurones S.A.,neurones,True,name_match,2013-04-01,2025-10-01
PREVA.AS,VALUE.AS,24,Value8 N.V.,Value8 N.V.,value8,True,name_match,2006-10-01,2026-04-01
REL.L,REN.AS,24,RELX Plc,RELX Plc,relx,True,name_match,2013-04-01,2025-04-01
RELX,REN.AS,24,RELX Plc,RELX Plc,relx,True,name_match,2013-04-01,2025-04-01
0OPN.L,ODET.PA,24,Compagnie de l'Odet,Compagnie de l'Odet,compagnie odet,True,name_match,2013-04-01,2025-10-01
WFG,WFG.TO,24,West Fraser Timber Co. Ltd.,West Fraser Timber Co. Ltd.,fraser timber west,True,name_match,2006-07-01,2025-07-01
0MN5.L,SWP.PA,24,Sword Group S.E.,Sword Group S.E.,sword,True,name_match,2013-04-01,2025-10-01
0N9V.L,NAE.PA,24,North Atlantic Energies,North Atlantic Energies,atlantic energies north,True,name_match,2013-04-01,2025-10-01
0OJJ.L,ALATI.PA,24,ACTIA Group S.A.,ACTIA Group S.A.,actia,True,name_match,2013-04-01,2025-10-01
0OG6.L,SCHP.PA,24,Séché Environnement S.A.,Séché Environnement S.A.,environnement seche,True,name_match,2013-04-01,2025-10-01
0OGG.L,ALCAT.PA,24,S.A. Catana Group,S.A. Catana Group,catana,True,name_match,2013-01-01,2026-01-01
LSPD,LSPD.TO,24,Lightspeed Commerce Inc.,Lightspeed Commerce Inc.,commerce lightspeed,True,name_match,2018-01-01,2025-07-01
0OB3.L,VLA.PA,23,Valneva SE,Valneva SE,valneva,True,name_match,2017-07-01,2026-04-01
0D1X.L,ALGIL.PA,23,Groupe Guillin S.A.,Groupe Guillin S.A.,guillin,True,name_match,2013-04-01,2025-10-01
0RNP.L,AVTX.AS,23,Avantium N.V.,Avantium N.V.,avantium,True,name_match,2012-10-01,2025-10-01
0QAG.L,IDL.PA,23,ID Logistics Group S.A.,ID Logistics Group S.A.,id logistics,True,name_match,2013-04-01,2025-10-01
0IUV.L,EC.PA,23,TotalEnergies EP Gabon S.A.,TotalEnergies EP Gabon S.A.,ep gabon totalenergies,True,name_match,2013-04-01,2025-04-01
0RHT.L,SIFG.AS,22,Sif Holding N.V.,Sif Holding N.V.,sif,True,name_match,2014-10-01,2026-04-01
0OCQ.L,TNG.PA,22,Transgene S.A.,Transgene S.A.,transgene,True,name_match,2012-10-01,2025-10-01
ERO,ERO.TO,22,Ero Copper Corp.,Ero Copper Corp.,copper ero,True,name_match,2016-10-01,2026-04-01
0RUJ.L,ALDLT.PA,22,Delta Plus Group,Delta Plus Group,delta plus,True,name_match,2013-04-01,2025-10-01
GFL,GFL.TO,21,GFL Environmental Inc.,GFL Environmental Inc.,environmental gfl,True,name_match,2018-01-01,2025-10-01
0QAU.L,VMX.PA,21,Verimatrix S.A.,Verimatrix S.A.,verimatrix,True,name_match,2013-04-01,2026-04-01
PRN.TO,PROF,21,Profound Medical Corp.,Profound Medical Corp.,medical profound,True,name_match,2014-07-01,2025-04-01
0HGC.L,APA,21,APA Corporation,APA Corporation,apa,True,name_match,2012-10-01,2026-01-01
0UWL.L,FRU.TO,21,Freehold Royalties Ltd.,Freehold Royalties Ltd.,freehold royalties,True,name_match,2019-01-01,2026-04-01
0QW7.L,VLTSA.PA,21,Voltalia S.A.,Voltalia S.A.,voltalia,True,name_match,2013-10-01,2025-10-01
HEIA.AS,HEIO.AS,20,Heineken N.V.,Heineken Holding N.V.,heineken,True,name_match,2010-04-01,2022-04-01
0LNT.L,FUR.AS,20,Fugro N.V.,Fugro N.V.,fugro,True,name_match,2013-04-01,2026-04-01
0OB3.L,VALN,20,Valneva SE,Valneva SE,valneva,True,name_match,2017-07-01,2025-07-01
DCBO,DCBO.TO,20,Docebo Inc.,Docebo Inc.,docebo,True,name_match,2018-01-01,2025-04-01
0RA9.L,ABVX.PA,20,Abivax S.A.,Abivax S.A.,abivax,True,name_match,2015-04-01,2025-10-01
0V9D.L,NXE.TO,20,NexGen Energy Ltd.,NexGen Energy Ltd.,energy nexgen,True,name_match,2021-01-01,2026-04-01
0J66.L,HST,20,"Host Hotels & Resorts, Inc.","Host Hotels & Resorts, Inc.",host hotels resorts,True,name_match,2021-01-01,2026-04-01
0UYN.L,GOLD.TO,20,GoldMining Inc.,GoldMining Inc.,goldmining,True,name_match,2021-04-01,2026-04-01
BBUC,BBUC.TO,20,Brookfield Business Corporation,Brookfield Business Corporation,brookfield business,True,name_match,2020-10-01,2026-04-01
HIVE,HIVE.TO,20,HIVE Digital Technologies Ltd.,HIVE Digital Technologies Ltd.,digital hive technologies,True,name_match,2011-01-01,2026-01-01
0Q76.L,CBOT.PA,20,CBo Territoria S.A.,CBo Territoria S.A.,cbo territoria,True,name_match,2012-10-01,2025-04-01
BLCO,BLCO.TO,19,Bausch + Lomb Corporation,Bausch + Lomb Corporation,bausch lomb,True,name_match,2020-10-01,2025-07-01
0R3M.L,VVY.AS,19,Vivoryon Therapeutics N.V.,Vivoryon Therapeutics N.V.,therapeutics vivoryon,True,name_match,2014-04-01,2026-04-01
0RP0.L,TKO.PA,19,Tikehau Capital,Tikehau Capital,capital tikehau,True,name_match,2015-10-01,2026-04-01
0V9D.L,NXE,19,NexGen Energy Ltd.,NexGen Energy Ltd.,energy nexgen,True,name_match,2020-10-01,2026-04-01
IVA,IVA.PA,19,Inventiva S.A.,Inventiva S.A.,inventiva,True,name_match,2015-10-01,2025-04-01
0LD9.L,TRGP,18,Targa Resources Corp.,Targa Resources Corp.,resources targa,True,name_match,2012-10-01,2026-04-01
TLRY,TLRY.TO,18,"Tilray Brands, Inc.","Tilray Brands, Inc.",brands tilray,True,name_match,2011-10-01,2017-10-01
0QYN.L,BTO.TO,18,B2Gold Corp.,B2Gold Corp.,b2gold,True,name_match,2013-01-01,2026-04-01
0R9T.L,EQS.PA,17,Equasens S.A.,Equasens S.A.,equasens,True,name_match,2016-04-01,2024-04-01
TFPM,TFPM.TO,17,Triple Flag Precious Metals Corp.,Triple Flag Precious Metals Corp.,flag metals precious triple,True,name_match,2018-10-01,2026-04-01
CNL,CNL.TO,16,Collective Mining Ltd.,Collective Mining Ltd.,collective mining,True,name_match,2020-10-01,2025-04-01
0JSZ.L,LADR,16,Ladder Capital Corp,Ladder Capital Corp,capital ladder,True,name_match,2021-01-01,2026-01-01
0OPY.L,PARRO.PA,16,Parrot S.A.,Parrot S.A.,parrot,True,name_match,2014-10-01,2026-04-01
NANO.PA,NBTX,15,Nanobiotix S.A.,Nanobiotix S.A.,nanobiotix,True,name_match,2014-04-01,2025-10-01
0QZP.L,BBD-A.TO,15,Bombardier Inc.,Bombardier Inc.,bombardier,True,name_match,2013-01-01,2026-01-01
0QZP.L,BBD-B.TO,15,Bombardier Inc.,Bombardier Inc.,bombardier,True,name_match,2013-01-01,2026-01-01
EPRX,EPRX.TO,15,Eupraxia Pharmaceuticals Inc.,Eupraxia Pharmaceuticals Inc.,eupraxia pharmaceuticals,True,name_match,2019-10-01,2025-04-01
0A1S.L,DOW,14,Dow Inc.,Dow Inc.,dow,True,name_match,2022-04-01,2025-07-01
0QAV.L,NBTX,14,Nanobiotix S.A.,Nanobiotix S.A.,nanobiotix,True,name_match,2014-04-01,2025-10-01
0MV8.L,VANTI.PA,14,Vantiva S.A.,Vantiva S.A.,vantiva,True,name_match,2013-04-01,2026-04-01
FG,FGN,14,"F&G Annuities & Life, Inc.","F&G Annuities & Life, Inc.",annuities life,True,name_match,2016-01-01,2026-04-01
0RA9.L,ABVX,13,Abivax S.A.,Abivax S.A.,abivax,True,name_match,2015-04-01,2024-10-01
0KDU.L,NXH,13,"Neighborhood Intelligence, Inc. Common Stock","Neighborhood Intelligence, Inc. Common Stock",intelligence neighborhood,True,name_match,2023-01-01,2026-04-01
