source_a,source_b,n_shared,name_a,name_b,shared_tokens,name_match,verdict,first_shared_date,last_shared_date
QEC.OL,QEC.TO,73,Questerre Energy Corporation,Questerre Energy Corporation,energy questerre,True,name_match,2006-07-01,2025-04-01
MG.TO,MGA,73,Magna International Inc.,Magna International Inc.,international magna,True,name_match,2006-07-01,2025-04-01
CAT,CAT1.DE,73,Caterpillar Inc.,Caterpillar Inc.,caterpillar,True,name_match,2006-07-01,2026-04-01
DDD,SYV.DE,73,3D Systems Corporation,3D Systems Corporation,3d systems,True,name_match,2006-07-01,2025-07-01
URB-A.TO,URB.TO,73,Urbana Corporation,Urbana Corporation,urbana,True,name_match,2003-04-01,2026-04-01
WPM,WPM.L,73,Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,metals precious wheaton,True,name_match,2006-07-01,2025-07-01
0HEW.L,AWC.DE,73,"American Water Works Company, Inc.","American Water Works Company, Inc.",american water works,True,name_match,2006-10-01,2026-01-01
MMM,MMM.DE,73,3M Company,3M Company,3m,True,name_match,2006-07-01,2025-07-01
RY4C.DE,RYAAY,73,Ryanair Holdings plc,Ryanair Holdings plc,ryanair,True,name_match,2006-07-01,2026-04-01
EMA,EMA.TO,72,Emera Incorporated,Emera Incorporated,emera,True,name_match,2006-07-01,2025-07-01
000810.KS,000815.KS,72,"Samsung Fire & Marine Insurance Co., Ltd.","Samsung Fire & Marine Insurance Co., Ltd.",fire insurance marine samsung,True,name_match,2007-04-01,2026-04-01
0R2L.L,TMUS,72,"T-Mobile US, Inc.","T-Mobile US, Inc.",mobile us,True,name_match,2006-07-01,2026-04-01
TM5.DE,TMUS,72,"T-Mobile US, Inc.","T-Mobile US, Inc.",mobile us,True,name_match,2006-07-01,2025-10-01
CHD,CXU.DE,72,"Church & Dwight Co., Inc.","Church & Dwight Co., Inc.",church dwight,True,name_match,2006-07-01,2025-07-01
AEG,AGN.AS,72,Aegon Ltd.,Aegon N.V.,aegon,True,name_match,2005-10-01,2025-04-01
CNI,CNR.TO,72,Canadian National Railway Company,Canadian National Railway Company,canadian national railway,True,name_match,2006-07-01,2025-04-01
DB,DBK.DE,72,Deutsche Bank AG,Deutsche Bank AG,bank deutsche,True,name_match,2006-07-01,2026-01-01
0L7F.L,SJM,72,The J. M. Smucker Company,The J. M. Smucker Company,smucker,True,name_match,2006-10-01,2026-07-01
0L7F.L,JM2.DE,72,The J. M. Smucker Company,J.M. Smucker Company,smucker,True,name_match,2006-10-01,2025-10-01
SSRM,SSRM.TO,72,SSR Mining Inc.,SSR Mining Inc.,mining ssr,True,name_match,2006-07-01,2026-01-01
LUC.ST,LUC.TO,72,Lucara Diamond Corp.,Lucara Diamond Corp.,diamond lucara,True,name_match,2007-07-01,2025-10-01
BMY,BRM.DE,72,Bristol-Myers Squibb Company,Bristol-Myers Squibb Company,bristol myers squibb,True,name_match,2006-07-01,2025-07-01
071050.KS,071055.KS,72,"Korea Investment Holdings Co., Ltd.","Korea Investment Holdings Co., Ltd.",investment korea,True,name_match,2007-04-01,2026-04-01
4I1.DE,PM,71,Philip Morris International Inc.,Philip Morris International Inc.,international morris philip,True,name_match,2007-10-01,2025-07-01
012200.KS,012205.KS,71,"Keyang Electric Machinery Co., Ltd.","Keyang Electric Machinery Co., Ltd.",electric keyang machinery,True,name_match,2007-01-01,2026-04-01
090350.KS,090355.KS,71,"NOROO PAINT & COATINGS Co., Ltd.","NOROO PAINT & COATINGS Co., Ltd.",coatings noroo paint,True,name_match,2007-01-01,2026-04-01
001680.KS,001685.KS,71,Daesang Corporation,Daesang Corporation,daesang,True,name_match,2007-01-01,2026-04-01
GILD,GIS.DE,71,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",gilead sciences,True,name_match,2006-07-01,2026-04-01
004360.KS,004365.KS,71,"Sebang Co., Ltd","Sebang Co., Ltd",sebang,True,name_match,2007-01-01,2026-04-01
PA9.DE,TRV,71,"Travelers Companies, Inc.","The Travelers Companies, Inc.",travelers,True,name_match,2006-07-01,2025-10-01
K.TO,KGC,71,Kinross Gold Corporation,Kinross Gold Corporation,gold kinross,True,name_match,2006-07-01,2025-07-01
VOW.DE,VOW3.DE,71,Volkswagen AG,Volkswagen AG,volkswagen,True,name_match,2008-10-01,2026-04-01
019170.KS,019175.KS,71,"Shinpoong Pharmaceutical Co., Ltd.","Shinpoong Pharmaceutical Co.,Ltd",pharmaceutical shinpoong,True,name_match,2007-01-01,2026-04-01
001790.KS,001795.KS,71,TS Corporation,TS Corporation,ts,True,name_match,2007-01-01,2026-04-01
STAR-A.ST,STAR-B.ST,71,Starbreeze AB,Starbreeze AB (publ),starbreeze,True,name_match,2008-04-01,2026-04-01
OVV,OVV.TO,71,Ovintiv Inc.,Ovintiv Inc,ovintiv,True,name_match,2006-10-01,2026-04-01
CORE-A.ST,CORE-B.ST,71,Corem Property Group AB (publ),Corem Property Group AB (publ),corem property publ,True,name_match,2008-10-01,2026-04-01
CORE-A.ST,CORE-D.ST,71,Corem Property Group AB (publ),Corem Property Group AB (publ),corem property publ,True,name_match,2008-10-01,2026-04-01
CORE-B.ST,CORE-D.ST,71,Corem Property Group AB (publ),Corem Property Group AB (publ),corem property publ,True,name_match,2008-10-01,2026-04-01
COZ.DE,CTSH,71,Cognizant Technology Solutions Corporation,Cognizant Technology Solutions Corporation,cognizant solutions technology,True,name_match,2006-07-01,2025-07-01
009410.KS,009415.KS,71,"Taeyoung Engineering & Construction Co.,Ltd.","Taeyoung Engineering & Construction Co.,Ltd.",construction engineering taeyoung,True,name_match,2007-01-01,2026-04-01
014910.KS,014915.KS,71,"Sungmoon Electronics Co., Ltd.","Sungmoon Electronics Co., Ltd.",electronics sungmoon,True,name_match,2007-01-01,2026-04-01
003070.KS,003075.KS,71,Kolon Global Corporation,Kolon Global Corporation,global kolon,True,name_match,2007-01-01,2026-04-01
004540.KS,004545.KS,71,"KleanNara Co., Ltd.","KleanNara Co., Ltd.",kleannara,True,name_match,2007-01-01,2026-04-01
084690.KS,084695.KS,71,"Daesang Holdings Co., Ltd.","Daesang Holdings Co., Ltd.",daesang,True,name_match,2007-01-01,2026-04-01
TL0.DE,TSLA,70,"Tesla, Inc.","Tesla, Inc.",tesla,True,name_match,2007-01-01,2025-10-01
005940.KS,005945.KS,70,"NH Investment & Securities Co., Ltd.","NH Investment & Securities Co., Ltd.",investment nh securities,True,name_match,2007-04-01,2026-04-01
MCHP,MCP.DE,70,Microchip Technology Incorporated,Microchip Technology Incorporated,microchip technology,True,name_match,2006-07-01,2025-04-01
WCN,WCN.TO,70,"Waste Connections, Inc.","Waste Connections, Inc.",connections waste,True,name_match,2006-07-01,2025-04-01
003530.KS,003535.KS,70,"Hanwha Investment & Securities Co., Ltd.","Hanwha Investment & Securities Co., Ltd.",hanwha investment securities,True,name_match,2007-04-01,2026-04-01
006800.KS,006805.KS,70,Mirae Asset Securities Co. Ltd.,Mirae Asset Securities Co. Ltd.,asset mirae securities,True,name_match,2007-04-01,2026-04-01
006800.KS,00680K.KS,70,Mirae Asset Securities Co. Ltd.,"Mirae Asset Securities Co., Ltd.",asset mirae securities,True,name_match,2007-04-01,2026-04-01
006805.KS,00680K.KS,70,Mirae Asset Securities Co. Ltd.,"Mirae Asset Securities Co., Ltd.",asset mirae securities,True,name_match,2007-04-01,2026-04-01
SNPS,SYP.DE,69,"Synopsys, Inc.","Synopsys, Inc.",synopsys,True,name_match,2006-10-01,2025-07-01
NKE,NKE.DE,69,"NIKE, Inc.","NIKE, Inc.",nike,True,name_match,2006-07-01,2026-01-01
008060.KS,00806K.KS,69,"Daeduck Co.,Ltd.","Daeduck Co.,Ltd.",daeduck,True,name_match,2007-01-01,2026-04-01
TKO.L,TKO.TO,69,Trekor Metals Limited,Trekor Metals Limited,metals trekor,True,name_match,2006-07-01,2026-04-01
ATS,ATS.TO,69,ATS Corporation,ATS Corporation,ats,True,name_match,2006-07-01,2026-04-01
IAG,IMG.TO,69,Iamgold Corporation,Iamgold Corporation,iamgold,True,name_match,2006-07-01,2026-01-01
TD,TD.TO,69,The Toronto-Dominion Bank,The Toronto-Dominion Bank,bank dominion toronto,True,name_match,2008-07-01,2025-10-01
FISV,FIV.DE,68,"Fiserv, Inc.","Fiserv, Inc.",fiserv,True,name_match,2006-10-01,2026-04-01
TTE,TTE.L,68,TotalEnergies SE,TotalEnergies SE,totalenergies,True,name_match,2006-07-01,2025-07-01
TTE,TTE.PA,68,TotalEnergies SE,TotalEnergies SE,totalenergies,True,name_match,2006-07-01,2025-07-01
SHEL.L,SHELL.AS,68,Shell plc,Shell plc,shell,True,name_match,2006-07-01,2025-07-01
SHEL,SHELL.AS,68,Shell plc,Shell plc,shell,True,name_match,2006-07-01,2025-04-01
INTU,ITU.DE,68,Intuit Inc.,Intuit Inc.,intuit,True,name_match,2006-10-01,2025-10-01
NOA,NOA.TO,68,North American Construction Group Ltd.,North American Construction Group Ltd.,american construction north,True,name_match,2006-07-01,2025-07-01
F,FMC1.DE,68,Ford Motor Company,Ford Motor Company,ford motor,True,name_match,2006-10-01,2026-04-01
F3A.DE,FSLR,67,"First Solar, Inc.","First Solar, Inc.",first solar,True,name_match,2006-10-01,2025-07-01
SSAB-A.ST,SSAB-B.ST,67,SSAB Ab,SSAB AB (publ),ssab,True,name_match,2009-10-01,2026-04-01
SWEC-A.ST,SWEC-B.ST,67,Sweco AB,Sweco AB,sweco,True,name_match,2009-10-01,2026-04-01
KINV-A.ST,KINV-B.ST,67,Kinnevik AB,Kinnevik AB,kinnevik,True,name_match,2009-10-01,2026-04-01
RATO-A.ST,RATO-B.ST,67,Ratos AB (publ),Ratos AB (publ),publ ratos,True,name_match,2009-10-01,2026-04-01
SIX2.DE,SIX3.DE,67,Sixt SE,Sixt SE,sixt,True,name_match,2009-10-01,2026-04-01
NCC-A.ST,NCC-B.ST,67,NCC AB (publ),NCC AB (publ),ncc publ,True,name_match,2009-10-01,2026-04-01
SCA-A.ST,SCA-B.ST,67,Svenska Cellulosa Aktiebolaget SCA (publ),Svenska Cellulosa Aktiebolaget SCA (publ),aktiebolaget cellulosa publ svenska,True,name_match,2009-10-01,2026-04-01
HUSQ-A.ST,HUSQ-B.ST,67,Husqvarna AB (publ),Husqvarna AB (publ),husqvarna publ,True,name_match,2009-10-01,2026-04-01
SKF-A.ST,SKF-B.ST,67,AB SKF (publ),AB SKF (publ),publ skf,True,name_match,2009-10-01,2026-04-01
0KIZ.L,NEWA-B.ST,67,New Wave Group AB (publ),New Wave Group AB (publ),publ wave,True,name_match,2009-10-01,2026-04-01
SRT.DE,SRT3.DE,67,Sartorius AG,Sartorius AG,sartorius,True,name_match,2009-10-01,2026-04-01
VOD.L,VODI.DE,67,Vodafone Group Plc,Vodafone Group Plc,vodafone,True,name_match,1987-01-01,2025-01-01
0QYZ.L,FNV.TO,67,Franco-Nevada Corporation,Franco-Nevada Corporation,franco nevada,True,name_match,2008-01-01,2026-04-01
HOLM-A.ST,HOLM-B.ST,67,Holmen AB,Holmen AB,holmen,True,name_match,2009-10-01,2026-04-01
WWI.OL,WWIB.OL,67,Wilh. Wilhelmsen Holding ASA,Wilh. Wilhelmsen Holding ASA,wilh wilhelmsen,True,name_match,2009-10-01,2026-04-01
PAAS,PAAS.TO,67,Pan American Silver Corp.,Pan American Silver Corp.,american pan silver,True,name_match,2006-07-01,2026-01-01
0R07.L,PAAS.TO,67,Pan American Silver Corp.,Pan American Silver Corp.,american pan silver,True,name_match,2006-07-01,2026-04-01
NWG,NWG.L,67,NatWest Group plc,NatWest Group plc,natwest,True,name_match,2008-04-01,2026-01-01
0UGS.L,AGI.TO,67,Alamos Gold Inc.,Alamos Gold Inc.,alamos gold,True,name_match,2006-10-01,2026-04-01
LUG.ST,LUG.TO,67,Lundin Gold Inc.,Lundin Gold Inc.,gold lundin,True,name_match,2006-07-01,2026-04-01
CG.TO,CGAU,67,Centerra Gold Inc.,Centerra Gold Inc.,centerra gold,True,name_match,2006-07-01,2026-04-01
FPE.DE,FPE3.DE,67,Fuchs Petrolub SE,Fuchs Petrolub SE,fuchs petrolub,True,name_match,2009-10-01,2026-04-01
CAT-A.ST,CAT-B.ST,67,Catella AB (publ),Catella AB (publ),catella publ,True,name_match,2009-10-01,2026-04-01
CDE,CDM1.DE,67,"Coeur Mining, Inc.","Coeur Mining, Inc.",coeur mining,True,name_match,2006-07-01,2026-04-01
DRW3.DE,DRW8.DE,67,Drägerwerk AG & Co. KGaA,Drägerwerk AG & Co. KGaA,dragerwerk,True,name_match,2009-10-01,2026-04-01
INVE-A.ST,INVE-B.ST,67,Investor AB (publ),Investor AB (publ),investor publ,True,name_match,2009-10-01,2026-04-01
LCR.DE,LVS,66,Las Vegas Sands Corp.,Las Vegas Sands Corp.,las sands vegas,True,name_match,2006-07-01,2025-10-01
IP,IPC.L,66,International Paper Company,International Paper Company,international paper,True,name_match,2006-10-01,2026-04-01
CCZ,CTP2.DE,66,Comcast Holdings Corp.,Comcast Corporation,comcast,True,name_match,2006-07-01,2025-04-01
CMCSA,CTP2.DE,66,Comcast Corporation,Comcast Corporation,comcast,True,name_match,2006-07-01,2025-04-01
ULVR.L,UNA.AS,66,Unilever PLC,Unilever PLC,unilever,True,name_match,1986-10-01,2024-10-01
SVOL-A.ST,SVOL-B.ST,66,Svolder AB (publ),Svolder AB (publ),publ svolder,True,name_match,2009-07-01,2026-04-01
7HP.DE,HPQ,66,HP Inc.,HP Inc.,hp,True,name_match,2006-10-01,2025-10-01
CNQ,CNQ.TO,66,Canadian Natural Resources Limited,Canadian Natural Resources Limited,canadian natural resources,True,name_match,2006-07-01,2026-04-01
0IWU.L,FAA.DE,66,Fabasoft AG,Fabasoft AG,fabasoft,True,name_match,2010-01-01,2026-04-01
ELVA,ELVA.TO,66,Electrovaya Inc.,Electrovaya Inc.,electrovaya,True,name_match,2006-07-01,2025-07-01
LAC,LAC.TO,65,Lithium Americas Corp.,Lithium Americas Corp.,americas lithium,True,name_match,2007-10-01,2025-07-01
HM-B.ST,HMSB.DE,65,H & M Hennes & Mauritz AB (publ),H & M Hennes & Mauritz AB (publ),hennes mauritz publ,True,name_match,2009-10-01,2025-10-01
RDEB.DE,REL.L,65,RELX Plc,RELX Plc,relx,True,name_match,1987-01-01,2025-04-01
RDEB.DE,RELX,65,RELX Plc,RELX Plc,relx,True,name_match,1987-01-01,2025-04-01
REL.L,RELX,65,RELX Plc,RELX Plc,relx,True,name_match,1987-01-01,2025-04-01
UL,ULVR.L,65,Unilever PLC,Unilever PLC,unilever,True,name_match,1987-10-01,2026-04-01
UL,UNA.AS,65,Unilever PLC,Unilever PLC,unilever,True,name_match,1987-10-01,2025-04-01
HRZN,HTFC,65,Horizon Technology Finance Corporation,Horizon Technology Finance Corp,finance horizon technology,True,name_match,2009-10-01,2026-04-01
VOLV-A.ST,VOLV-B.ST,65,AB Volvo,AB Volvo (publ),volvo,True,name_match,2007-01-01,2026-04-01
AGI,AGI.TO,65,Alamos Gold Inc.,Alamos Gold Inc.,alamos gold,True,name_match,2006-10-01,2025-10-01
FPAR-A.ST,FPAR-D.ST,65,FastPartner AB (publ),FastPartner AB (publ),fastpartner publ,True,name_match,2009-10-01,2026-04-01
A1G.DE,AAL,65,American Airlines Group Inc.,American Airlines Group Inc.,airlines american,True,name_match,2006-07-01,2025-07-01
PLUG,PLUN.DE,65,Plug Power Inc.,Plug Power Inc.,plug power,True,name_match,2006-07-01,2025-07-01
PD.TO,PDS,65,Precision Drilling Corporation,Precision Drilling Corporation,drilling precision,True,name_match,2006-07-01,2026-04-01
MCD,MDO.DE,64,McDonald's Corporation,McDonald's Corporation,mcdonald,True,name_match,2007-07-01,2026-04-01
NRA.DE,NRG,64,"NRG Energy, Inc.","NRG Energy, Inc.",energy nrg,True,name_match,2006-10-01,2025-07-01
FRO,FRO.OL,64,Frontline Plc,Frontline Plc,frontline,True,name_match,2006-07-01,2025-07-01
LLOY.L,LYG,64,Lloyds Banking Group plc,Lloyds Banking Group plc,banking lloyds,True,name_match,2005-04-01,2026-04-01
ZEN.L,ZENA.OL,64,Zenith Energy Ltd.,Zenith Energy Ltd.,energy zenith,True,name_match,2008-04-01,2026-01-01
WMT,WMT.DE,64,Walmart Inc.,Walmart Inc.,walmart,True,name_match,2006-10-01,2025-10-01
INDU-A.ST,INDU-C.ST,64,AB Industrivärden (publ),AB Industrivärden (publ),industrivarden publ,True,name_match,2009-10-01,2026-04-01
EXC,PEO.DE,64,Exelon Corporation,Exelon Corporation,exelon,True,name_match,2006-07-01,2025-10-01
GOS.DE,GS,64,"The Goldman Sachs Group, Inc.","The Goldman Sachs Group, Inc.",goldman sachs,True,name_match,2006-07-01,2025-04-01
0NLY.L,VBK.DE,64,VERBIO Vereinigte BioEnergie AG,VERBIO Vereinigte BioEnergie AG,bioenergie verbio vereinigte,True,name_match,2009-10-01,2026-01-01
TRP,TRP.TO,63,TC Energy Corporation,TC Energy Corporation,energy tc,True,name_match,2006-07-01,2025-07-01
BYW.DE,BYW6.DE,63,BayWa AG,BayWa AG,baywa,True,name_match,2009-10-01,2025-04-01
SAGA-A.ST,SAGA-B.ST,63,AB Sagax (publ),AB Sagax (publ),publ sagax,True,name_match,2010-10-01,2026-04-01
SAGA-A.ST,SAGA-D.ST,63,AB Sagax (publ),AB Sagax (publ),publ sagax,True,name_match,2010-10-01,2026-04-01
SAGA-B.ST,SAGA-D.ST,63,AB Sagax (publ),AB Sagax (publ),publ sagax,True,name_match,2010-10-01,2026-04-01
FTS,FTS.TO,63,Fortis Inc.,Fortis Inc.,fortis,True,name_match,2006-07-01,2026-04-01
BA.L,BSP.DE,63,BAE Systems plc,BAE Systems plc,bae systems,True,name_match,1986-10-01,2025-04-01
ORTI-A.ST,ORTI-B.ST,63,Ortivus AB (publ),Ortivus AB (publ),ortivus publ,True,name_match,2010-10-01,2026-04-01
MSON-A.ST,MSON-B.ST,63,Midsona AB (publ),Midsona AB (publ),midsona publ,True,name_match,2010-10-01,2026-04-01
3LN.DE,LYV,62,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",entertainment live nation,True,name_match,2006-10-01,2025-07-01
UNH,UNH.DE,62,UnitedHealth Group Incorporated,UnitedHealth Group Incorporated,unitedhealth,True,name_match,2006-07-01,2025-07-01
AEM,AEM.TO,62,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,agnico eagle mines,True,name_match,2006-07-01,2026-01-01
BLDP,BLDP.TO,62,Ballard Power Systems Inc.,Ballard Power Systems Inc.,ballard power systems,True,name_match,2006-07-01,2025-07-01
RIO.L,RIO1.DE,62,Rio Tinto Group,Rio Tinto Group,rio tinto,True,name_match,1986-10-01,2025-04-01
CHV.DE,CVX,61,Chevron Corporation,Chevron Corporation,chevron,True,name_match,2006-07-01,2025-07-01
SAP,SAP.DE,61,SAP SE,SAP SE,sap,True,name_match,2007-01-01,2026-04-01
NTR,NTR.TO,61,Nutrien Ltd.,Nutrien Ltd.,nutrien,True,name_match,2006-07-01,2025-04-01
SOBA.DE,T,61,AT&T Inc.,AT&T Inc.,at,True,name_match,2006-07-01,2025-07-01
MELI,MLB1.DE,61,"MercadoLibre, Inc.","MercadoLibre, Inc.",mercadolibre,True,name_match,2006-10-01,2026-04-01
BLK,UU2.DE,61,"BlackRock, Inc.","BlackRock, Inc.",blackrock,True,name_match,2006-07-01,2026-01-01
LAR,LAR.TO,60,Lithium Argentina AG,Lithium Argentina AG,argentina lithium,True,name_match,2008-01-01,2025-10-01
EGO,ELD.TO,60,Eldorado Gold Corporation,Eldorado Gold Corporation,eldorado gold,True,name_match,2006-07-01,2026-01-01
TOTB.DE,TTE.L,60,TotalEnergies SE,TotalEnergies SE,totalenergies,True,name_match,2006-07-01,2026-04-01
TOTB.DE,TTE.PA,60,TotalEnergies SE,TotalEnergies SE,totalenergies,True,name_match,2006-07-01,2026-04-01
6MK.DE,MRK,60,"Merck & Co., Inc.","Merck & Co., Inc.",merck,True,name_match,2006-07-01,2026-04-01
AD.AS,AHOG.DE,60,Koninklijke Ahold Delhaize N.V.,Koninklijke Ahold Delhaize N.V.,ahold delhaize koninklijke,True,name_match,2010-04-01,2026-04-01
BHC,BHC.TO,60,Bausch Health Companies Inc.,Bausch Health Companies Inc.,bausch health,True,name_match,2006-10-01,2025-04-01
FNV,FNV.TO,60,Franco-Nevada Corporation,Franco-Nevada Corporation,franco nevada,True,name_match,2008-01-01,2025-07-01
BATS.L,BMT.DE,60,British American Tobacco p.l.c.,British American Tobacco p.l.c.,american british tobacco,True,name_match,1995-10-01,2025-04-01
49GP.L,50GP.L,60,Croda International Plc,Croda International Plc,croda international,True,name_match,1990-10-01,2026-04-01
49GP.L,CRDA.L,60,Croda International Plc,Croda International Plc,croda international,True,name_match,1990-10-01,2026-04-01
50GP.L,CRDA.L,60,Croda International Plc,Croda International Plc,croda international,True,name_match,1990-10-01,2026-04-01
SBI.TO,SRB.L,60,Serabi Gold plc,Serabi Gold plc,gold serabi,True,name_match,2005-10-01,2026-01-01
8GM.DE,GM,60,General Motors Company,General Motors Company,general motors,True,name_match,2009-10-01,2025-04-01
PBA,PPL.TO,59,Pembina Pipeline Corporation,Pembina Pipeline Corporation,pembina pipeline,True,name_match,2006-07-01,2025-07-01
PAE.DE,PCAR,59,PACCAR Inc,PACCAR Inc,paccar,True,name_match,2006-07-01,2025-07-01
VET,VET.TO,59,Vermilion Energy Inc.,Vermilion Energy Inc.,energy vermilion,True,name_match,2006-07-01,2025-07-01
LGO,LGO.TO,59,Largo Inc.,Largo Inc.,largo,True,name_match,2006-07-01,2025-10-01
CIT.DE,CTAS,59,Cintas Corp. R,Cintas Corporation,cintas,True,name_match,2006-07-01,2025-07-01
CVS,CVS.DE,58,CVS Health Corp.,CVS Health Corporation,cvs health,True,name_match,2007-01-01,2026-01-01
145990.KS,145995.KS,58,Samyang Corporation,Samyang Corporation,samyang,True,name_match,2012-01-01,2026-04-01
PPTA,PPTA.TO,58,Perpetua Resources Corp.,Perpetua Resources Corp.,perpetua resources,True,name_match,2010-10-01,2025-07-01
TRI,TRI.TO,58,Thomson Reuters Corporation,Thomson Reuters Corporation,reuters thomson,True,name_match,2006-10-01,2025-07-01
WMB,WMB.DE,58,"The Williams Companies, Inc.","The Williams Companies, Inc.",williams,True,name_match,2006-10-01,2025-07-01
IC2.DE,ICE,58,"Intercontinental Exchange, Inc.","Intercontinental Exchange, Inc.",exchange intercontinental,True,name_match,2006-07-01,2025-07-01
EVO,EVT.DE,58,Evotec SE,Evotec SE,evotec,True,name_match,2006-07-01,2025-07-01
PTAL.L,TAL.TO,58,PetroTal Corp.,PetroTal Corp.,petrotal,True,name_match,2006-07-01,2025-07-01
SHB-A.ST,SHB-B.ST,58,Svenska Handelsbanken AB (publ),Svenska Handelsbanken AB (publ),handelsbanken publ svenska,True,name_match,2011-10-01,2026-04-01
ABEA.DE,GOOG,57,Alphabet Inc.,Alphabet Inc.,alphabet,True,name_match,2006-10-01,2025-07-01
ABEA.DE,GOOGL,57,Alphabet Inc.,Alphabet Inc.,alphabet,True,name_match,2006-10-01,2025-07-01
ABEC.DE,GOOG,57,Alphabet Inc.,Alphabet Inc.,alphabet,True,name_match,2006-10-01,2025-07-01
ABEC.DE,GOOGL,57,Alphabet Inc.,Alphabet Inc.,alphabet,True,name_match,2006-10-01,2025-07-01
RCI,RCI-A.TO,57,Rogers Communications Inc.,Rogers Communications Inc.,communications rogers,True,name_match,2006-10-01,2025-07-01
RCI,RCI-B.TO,57,Rogers Communications Inc.,Rogers Communications Inc.,communications rogers,True,name_match,2006-10-01,2025-07-01
ALL,ALS.DE,57,The Allstate Corporation,The Allstate Corporation,allstate,True,name_match,2006-07-01,2025-07-01
BATS.L,BTI,57,British American Tobacco p.l.c.,British American Tobacco p.l.c.,american british tobacco,True,name_match,1995-10-01,2025-10-01
XY6.DE,XYL,56,Xylem Inc.,Xylem Inc.,xylem,True,name_match,2010-10-01,2025-07-01
AIR.DE,AIR.PA,56,Airbus SE,Airbus SE,airbus,True,name_match,2009-10-01,2026-04-01
NOV.DE,NVO,56,Novo Nordisk A/S,Novo Nordisk A/S,nordisk novo,True,name_match,2007-07-01,2026-04-01
BCE,BCE.TO,56,BCE Inc.,BCE Inc.,bce,True,name_match,2006-10-01,2025-07-01
ABR0.DE,ABX.TO,56,Barrick Mining Corporation,Barrick Gold Corporation,barrick,True,name_match,2006-07-01,2025-04-01
ABR0.DE,B,56,Barrick Mining Corporation,Barrick Mining Corporation,barrick mining,True,name_match,2006-07-01,2025-04-01
K.TO,KIN2.DE,56,Kinross Gold Corporation,Kinross Gold Corporation,gold kinross,True,name_match,2006-07-01,2026-01-01
FB2A.DE,META,56,"Meta Platforms, Inc.","Meta Platforms, Inc.",meta platforms,True,name_match,2011-10-01,2025-07-01
BMT.DE,BTI,56,British American Tobacco p.l.c.,British American Tobacco p.l.c.,american british tobacco,True,name_match,1995-10-01,2025-04-01
SII,SII.TO,56,Sprott Inc.,Sprott Inc.,sprott,True,name_match,2007-10-01,2026-04-01
LAC.TO,LAR.TO,55,Lithium Americas Corp.,Lithium Argentina AG,lithium,True,name_match,2008-01-01,2022-07-01
PMTA.DE,PTC,55,PTC Inc.,PTC Inc.,ptc,True,name_match,2006-07-01,2025-07-01
EBA.DE,EBAY,55,eBay Inc.,eBay Inc.,ebay,True,name_match,2006-07-01,2025-07-01
QSP-UN.TO,QSR,55,Restaurant Brands International Limited Partnership,Restaurant Brands International Inc.,brands international restaurant,True,name_match,2012-10-01,2026-04-01
0QYZ.L,FNV,55,Franco-Nevada Corporation,Franco-Nevada Corporation,franco nevada,True,name_match,2008-01-01,2023-07-01
TFG.AS,TFGS.L,55,Tetragon Financial Group Limited,Tetragon Financial Group Limited,financial tetragon,True,name_match,2009-10-01,2026-01-01
0RQH.L,FAG.ST,55,Fagerhult Group AB,Fagerhult Group AB,fagerhult,True,name_match,2012-10-01,2026-04-01
OGI,OGI.TO,55,Organigram Global Inc.,Organigram Global Inc.,global organigram,True,name_match,2011-10-01,2026-04-01
0M3Q.L,ZTS,55,Zoetis Inc.,Zoetis Inc.,zoetis,True,name_match,2012-10-01,2026-04-01
0EWR.L,IXX.DE,54,init innovation in traffic systems SE,init innovation in traffic systems SE,in init innovation systems traffic,True,name_match,2012-10-01,2026-04-01
LAC,LAR.TO,54,Lithium Americas Corp.,Lithium Argentina AG,lithium,True,name_match,2008-01-01,2022-07-01
0VOA.L,WDO.TO,54,Wesdome Gold Mines Ltd.,Wesdome Gold Mines Ltd.,gold mines wesdome,True,name_match,2012-10-01,2026-04-01
0KGY.L,BTS-B.ST,54,BTS Group AB (publ),BTS Group AB (publ),bts publ,True,name_match,2012-10-01,2026-04-01
0R13.L,CHD,54,"Church & Dwight Co., Inc.","Church & Dwight Co., Inc.",church dwight,True,name_match,2012-10-01,2026-04-01
0R35.L,CCO.TO,54,Cameco Corporation,Cameco Corporation,cameco,True,name_match,2013-01-01,2026-04-01
CGC,WEED.TO,54,Canopy Growth Corporation,Canopy Growth Corporation,canopy growth,True,name_match,2010-04-01,2026-04-01
MRSH,MSN.DE,54,"Marsh & McLennan Companies, Inc.","Marsh & McLennan Companies, Inc.",marsh mclennan,True,name_match,2006-07-01,2026-01-01
0JZS.L,MKC,54,"McCormick & Company, Incorporated","McCormick & Company, Incorporated",mccormick,True,name_match,2012-10-01,2026-04-01
0RS2.L,MUM.DE,54,Mensch und Maschine Software SE,Mensch und Maschine Software SE,maschine mensch software und,True,name_match,2012-10-01,2026-04-01
LLD.DE,LLOY.L,54,Lloyds Banking Group plc,Lloyds Banking Group plc,banking lloyds,True,name_match,2004-10-01,2025-07-01
0HDK.L,SYSR.ST,54,Systemair AB (publ),Systemair AB (publ),publ systemair,True,name_match,2012-10-01,2026-07-01
