pool,source,n_flags,flags,status,note
general,DII-B.TO,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,DIS,1,uCurrentRatio,EJECTED,
general,DIV.TO,1,netDebtToEBITDA,EJECTED,
general,DLHC,1,netDebtToEBITDA,EJECTED,
general,DLX,1,netDebtToEBITDA,EJECTED,
general,DML.TO,1,uInterestCoverage,EJECTED,
general,DNA,1,returnOnAssets,EJECTED,
general,DND.TO,3,"netDebtToEBITDA, returnOnAssets, uCurrentRatio",EJECTED,
general,DOGZ,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,DOU.DE,1,uCurrentRatio,EJECTED,
general,DPT.PA,1,uInterestCoverage,EJECTED,
general,DRTS,1,returnOnAssets,EJECTED,
general,DTE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,DTG.DE,1,netDebtToEBITDA,EJECTED,
general,DUOT,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,DUST.ST,1,netDebtToEBITDA,EJECTED,
general,DYA.TO,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,E4C.DE,1,uCurrentRatio,EJECTED,
general,EAPI.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EAT,1,uCurrentRatio,EJECTED,
general,EBUS.AS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ECK.DE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,ED,1,netDebtToEBITDA,EJECTED,
general,EDP.LS,1,netDebtToEBITDA,EJECTED,
general,EDPR.LS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,EDT.TO,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,EFN.TO,1,netDebtToEBITDA,EJECTED,
general,EFR.TO,1,returnOnAssets,EJECTED,
general,EGL.LS,1,uCurrentRatio,EJECTED,
general,EGTX.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EH,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EIX,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,EKOP.BR,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EL.PA,1,uCurrentRatio,EJECTED,
general,ELAN-B.ST,1,netDebtToEBITDA,EJECTED,
general,ELI.BR,1,netDebtToEBITDA,EJECTED,
general,ELIC.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ELIOR.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,ELIS.PA,1,uCurrentRatio,EJECTED,
general,ELTEL.ST,1,uCurrentRatio,EJECTED,
general,ELTX,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EMA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,EMEIS.PA,3,"netDebtToEBITDA, returnOnAssets, uCurrentRatio",EJECTED,
general,EMP-A.TO,1,uCurrentRatio,EJECTED,
general,EN.PA,1,uCurrentRatio,EJECTED,
general,ENB.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,ENL.DE,1,uCurrentRatio,EJECTED,
general,ENOV,1,returnOnAssets,EJECTED,
general,ENQ.L,1,uCurrentRatio,EJECTED,
general,ENR.DE,1,uCurrentRatio,EJECTED,
general,ENRO.ST,1,uCurrentRatio,EJECTED,
general,ENTA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ENVI.AS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ENZY.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EOAN.DE,1,uCurrentRatio,EJECTED,
general,EPRX.TO,1,returnOnAssets,EJECTED,
general,ESON.LS,1,returnOnAssets,EJECTED,
general,ESTA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ETG.DE,1,CFOlessEarnings,EJECTED,
general,ETR,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,EVD.DE,1,uCurrentRatio,EJECTED,
general,EVH,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EVLV,1,returnOnAssets,EJECTED,
general,EVO,1,returnOnAssets,EJECTED,
general,EVS.BR,1,CFOlessEarnings,EJECTED,
general,EXC,1,netDebtToEBITDA,EJECTED,
general,EXPE,1,uCurrentRatio,EJECTED,
general,FAST.AS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,FC,1,uCurrentRatio,EJECTED,
general,FCP.LS,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,FDJU.PA,1,uCurrentRatio,EJECTED,
general,FDMT,1,returnOnAssets,EJECTED,
general,FENC,1,uInterestCoverage,EJECTED,
general,FERRO.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,FG.ST,1,netDebtToEBITDA,EJECTED,
general,FGA.PA,1,netDebtToEBITDA,EJECTED,
general,FIRY,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,FLEXQ.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,FLT.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,FLUO.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,FNAC.PA,1,uCurrentRatio,EJECTED,
general,FND,1,netDebtToEBITDA,EJECTED,
general,FNGR,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,FNTN.DE,1,uCurrentRatio,EJECTED,
general,FORA.TO,1,returnOnAssets,EJECTED,
general,FOSL,1,returnOnAssets,EJECTED,
general,FOXF,1,netDebtToEBITDA,EJECTED,
general,FR.PA,1,uCurrentRatio,EJECTED,
general,FRA.DE,1,netDebtToEBITDA,EJECTED,
general,FREEM.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,FREJA.ST,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,FRVIA.PA,1,uCurrentRatio,EJECTED,
general,FTS.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,FYB.DE,1,uInterestCoverage,EJECTED,
general,G24.DE,2,"CFOlessEarnings, uCurrentRatio",EJECTED,
general,G2M.ST,1,uCurrentRatio,EJECTED,
general,GAM.PA,1,uInterestCoverage,EJECTED,
general,GAPW-B.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,GARO.ST,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,GASX.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,GDEV,1,uCurrentRatio,EJECTED,
general,GDS,1,netDebtToEBITDA,EJECTED,
general,GEI.TO,1,netDebtToEBITDA,EJECTED,
general,GEL,1,netDebtToEBITDA,EJECTED,
general,GERN,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,GET.PA,1,netDebtToEBITDA,EJECTED,
general,GFG.DE,1,returnOnAssets,EJECTED,
general,GFL,1,uCurrentRatio,EJECTED,
general,GFRD.L,1,uCurrentRatio,EJECTED,
general,GH,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,GIL.DE,1,CFOlessEarnings,EJECTED,
general,GIS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,GLINT.LS,1,uCurrentRatio,EJECTED,
general,GLO.PA,1,netDebtToEBITDA,EJECTED,
general,GLP,1,netDebtToEBITDA,EJECTED,
general,GLSI,1,returnOnAssets,EJECTED,
general,GM,1,netDebtToEBITDA,EJECTED,
general,GNFT.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,GNLX,1,returnOnAssets,EJECTED,
general,GOMX.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,GOSS,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,GRNQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,GSAT,1,uInterestCoverage,EJECTED,
general,GSF.OL,1,returnOnAssets,EJECTED,
general,GSIT,1,returnOnAssets,EJECTED,
general,GTE.L,1,uCurrentRatio,EJECTED,
general,GURU.TO,1,uInterestCoverage,EJECTED,
general,GVC.TO,1,uCurrentRatio,EJECTED,
general,GXO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,H.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,H2O.DE,1,returnOnAssets,EJECTED,
general,HAGA.IC,1,uCurrentRatio,EJECTED,
general,HAVI.OL,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,HBC.OL,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,HBIO,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,HBP.TO,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,HDF.PA,1,returnOnAssets,EJECTED,
general,HDLY.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,HE,1,netDebtToEBITDA,EJECTED,
general,HEIA.AS,1,uCurrentRatio,EJECTED,
general,HEIO.AS,1,uCurrentRatio,EJECTED,
general,HEMO.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,HFG.DE,1,uCurrentRatio,EJECTED,
general,HLG.DE,1,uCurrentRatio,EJECTED,
general,HLT,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,HMU.DE,1,CFOlessEarnings,EJECTED,
general,HNL.DE,1,netDebtToEBITDA,EJECTED,
general,HNRG,1,uCurrentRatio,EJECTED,
general,HNSA.ST,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,HPHA.DE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,HPQ,1,uCurrentRatio,EJECTED,
general,HPUR.OL,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,HRTX,1,netDebtToEBITDA,EJECTED,
general,HSHP,1,netDebtToEBITDA,EJECTED,
general,HSIC,1,netDebtToEBITDA,EJECTED,
general,HTZ,1,uInterestCoverage,EJECTED,
general,HUM.ST,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,HYL.BR,1,returnOnAssets,EJECTED,
general,HZO,1,netDebtToEBITDA,EJECTED,
general,IAM.PA,1,uCurrentRatio,EJECTED,
general,IART,1,netDebtToEBITDA,EJECTED,
general,IBE1.DE,1,uCurrentRatio,EJECTED,
general,IBIO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,IBT-B.ST,1,returnOnAssets,EJECTED,
general,ICE.TO,1,uCurrentRatio,EJECTED,
general,ICEAIR.IC,1,uCurrentRatio,EJECTED,
general,IDEX.OL,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,IDL.PA,1,uCurrentRatio,EJECTED,
general,IES.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,IHRT,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,ILLM.TO,1,uInterestCoverage,EJECTED,
general,IMB.L,1,uCurrentRatio,EJECTED,
general,IMDX,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,IMM.L,1,returnOnAssets,EJECTED,
general,IMMP,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,IMMU.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,IMP-A-SDB.ST,1,returnOnAssets,EJECTED,
general,IMRX,1,returnOnAssets,EJECTED,
general,IMTX,1,returnOnAssets,EJECTED,
general,IMVT,1,returnOnAssets,EJECTED,
general,INPST.AS,1,uCurrentRatio,EJECTED,
general,INR.DE,1,uCurrentRatio,EJECTED,
general,INTC,1,returnOnAssets,EJECTED,
general,IOS.DE,1,uCurrentRatio,EJECTED,
general,IPR.LS,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,ISHA.DE,1,returnOnAssets,EJECTED,
general,ISLAX.OL,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,ITM.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,IVA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,IVACC.ST,1,returnOnAssets,EJECTED,
general,IVVD,1,returnOnAssets,EJECTED,
general,JBOG.PA,1,netDebtToEBITDA,EJECTED,
general,JKS,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,JMT.LS,1,uCurrentRatio,EJECTED,
general,JOY.TO,1,uCurrentRatio,EJECTED,
general,JSG.L,1,uCurrentRatio,EJECTED,
general,KALA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,KAR.ST,1,uCurrentRatio,EJECTED,
general,KDP,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,KEEL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,KEL.TO,1,uCurrentRatio,EJECTED,
general,KGEI,1,uCurrentRatio,EJECTED,
general,KHC,1,netDebtToEBITDA,EJECTED,
general,KIE.L,1,uCurrentRatio,EJECTED,
general,KIN.BR,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,KLC,1,uCurrentRatio,EJECTED,
general,KLDVK.OL,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,KMB,1,uCurrentRatio,EJECTED,
general,KMI,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,KNTK,1,uCurrentRatio,EJECTED,
general,KOD,1,returnOnAssets,EJECTED,
general,KOMPL.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,KOS,1,uCurrentRatio,EJECTED,
general,KPN.AS,1,uCurrentRatio,EJECTED,
general,KTA.DE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,KTF.DE,1,uCurrentRatio,EJECTED,
general,KXIN,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,LAD,1,netDebtToEBITDA,EJECTED,
general,LAM.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,LAT.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,LEGH,1,CFOlessEarnings,EJECTED,
general,LENZ,1,returnOnAssets,EJECTED,
general,LHA.DE,1,uCurrentRatio,EJECTED,
general,LIFCO-B.ST,1,uCurrentRatio,EJECTED,
general,LIME.ST,1,uCurrentRatio,EJECTED,
general,LIND,1,uCurrentRatio,EJECTED,
general,LIVE,1,netDebtToEBITDA,EJECTED,
general,LKFT.AS,1,uInterestCoverage,EJECTED,
general,LNA.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,LOCAL.PA,1,uCurrentRatio,EJECTED,
general,LSPD,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,LSS.PA,1,uCurrentRatio,EJECTED,
general,LUMI.OL,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,LUV,1,uCurrentRatio,EJECTED,
general,LYKO-A.ST,1,uCurrentRatio,EJECTED,
general,LYTIX.OL,1,returnOnAssets,EJECTED,
general,LYV,1,uCurrentRatio,EJECTED,
general,M3V.DE,1,CFOlessEarnings,EJECTED,
general,MAAT.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MALT.PA,1,CFOlessEarnings,EJECTED,
general,MBG.DE,1,netDebtToEBITDA,EJECTED,
general,MBWS.PA,1,CFOlessEarnings,EJECTED,
general,MCD,1,netDebtToEBITDA,EJECTED,
general,MCK,1,uCurrentRatio,EJECTED,
general,MCOV-B.ST,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,MDA,1,uCurrentRatio,EJECTED,
general,MDAI,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,MDB,1,uInterestCoverage,EJECTED,
general,MDM.PA,1,uCurrentRatio,EJECTED,
general,MEAB-B.ST,1,returnOnAssets,EJECTED,
general,MEDCL.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MGA.TO,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,MGNX,1,uInterestCoverage,EJECTED,
general,MHO,1,CFOlessEarnings,EJECTED,
general,MIDS.ST,1,uInterestCoverage,EJECTED,
general,MKC,1,uCurrentRatio,EJECTED,
general,MKSI,1,netDebtToEBITDA,EJECTED,
general,MLFMV.LS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,MLL.DE,1,uCurrentRatio,EJECTED,
general,MMB.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,MO,1,uCurrentRatio,EJECTED,
general,MOB.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MOLN,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MOON.L,1,uCurrentRatio,EJECTED,
general,MOTR.L,1,netDebtToEBITDA,EJECTED,
general,MRVI,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MRX.DE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MSEX,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,MSGS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,MSLE,1,returnOnAssets,EJECTED,
general,MTN,1,uCurrentRatio,EJECTED,
general,MTRK.AS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MTRX,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,MTY.TO,1,uCurrentRatio,EJECTED,
general,MUSA,1,uCurrentRatio,EJECTED,
general,MXCT,1,returnOnAssets,EJECTED,
general,MYGN,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,MYPS,1,returnOnAssets,EJECTED,
general,N4G0.DE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,NANEXA.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,NAPA.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,NAVA.OL,1,returnOnAssets,EJECTED,
general,NBTX,1,returnOnAssets,EJECTED,
general,NCH2.DE,1,uInterestCoverage,EJECTED,
general,NCOD.OL,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,NCYT.L,1,returnOnAssets,EJECTED,
general,NDLS,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,NEE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,NEL.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,NEM.DE,1,uCurrentRatio,EJECTED,
general,NEOG,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,NFG,1,uCurrentRatio,EJECTED,
general,NFG.L,1,uCurrentRatio,EJECTED,
general,NG.L,1,netDebtToEBITDA,EJECTED,
general,NGL,1,netDebtToEBITDA,EJECTED,
general,NI,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,NKTR,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,NN,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,NOBI.ST,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,NOHAL.OL,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,NOL.OL,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,NOMD,1,netDebtToEBITDA,EJECTED,
general,NORB-B.ST,1,netDebtToEBITDA,EJECTED,
general,NORDH.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,NOS.LS,1,uCurrentRatio,EJECTED,
general,NP5.DE,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,NRDY,1,returnOnAssets,EJECTED,
general,NRIX,1,returnOnAssets,EJECTED,
general,NRXP,2,"returnOnAssets, uCurrentRatio",EJECTED,
general,NSC,1,uCurrentRatio,EJECTED,
general,NTLA,1,returnOnAssets,EJECTED,
general,NUVB,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,NVDA,1,CFOlessEarnings,EJECTED,
general,NVO,1,uCurrentRatio,EJECTED,
general,NVTS,1,returnOnAssets,EJECTED,
general,NWE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,NXE,1,uInterestCoverage,EJECTED,
general,NXFIL.AS,1,returnOnAssets,EJECTED,
general,NXH,1,returnOnAssets,EJECTED,
general,NYKD.OL,3,"CFOlessEarnings, returnOnAssets, uInterestCoverage",EJECTED,
general,OBEL.BR,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,OCDO.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,OCGN,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,OCS,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,OMC,1,uCurrentRatio,EJECTED,
general,OMDA.OL,1,uInterestCoverage,EJECTED,
general,OMEX,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,ONCO.ST,1,returnOnAssets,EJECTED,
general,ONEF.ST,1,returnOnAssets,EJECTED,
general,ONEW,1,netDebtToEBITDA,EJECTED,
general,ONTEX.BR,1,netDebtToEBITDA,EJECTED,
general,ONWD.BR,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,OPM.PA,1,uCurrentRatio,EJECTED,
general,ORA,1,netDebtToEBITDA,EJECTED,
general,ORA.PA,1,uCurrentRatio,EJECTED,
general,ORCL,1,netDebtToEBITDA,EJECTED,
general,ORRON.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ORTI-B.ST,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,ORX.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,OSE.PA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,OSSD.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,OTEX,1,uCurrentRatio,EJECTED,
general,OTIS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,OTLY,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,OUST,1,returnOnAssets,EJECTED,
general,OVV,1,uCurrentRatio,EJECTED,
general,OVZON.ST,1,uCurrentRatio,EJECTED,
general,OXB.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,OXE.ST,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,PANR.L,1,uInterestCoverage,EJECTED,
general,PBA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,PBH.TO,1,netDebtToEBITDA,EJECTED,
general,PCVX,1,returnOnAssets,EJECTED,
general,PDSB,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,PENN,3,"netDebtToEBITDA, uCurrentRatio, uInterestCoverage",EJECTED,
general,PEP,1,uCurrentRatio,EJECTED,
general,PG,1,uCurrentRatio,EJECTED,
general,PHI,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,PIG.PA,1,netDebtToEBITDA,EJECTED,
general,PL,1,returnOnAssets,EJECTED,
general,PLAY,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,PLNT,1,netDebtToEBITDA,EJECTED,
general,PLSM,1,returnOnAssets,EJECTED,
general,PLT.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,PLUG,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,PLUR,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,PM,1,uCurrentRatio,EJECTED,
general,PNC-B.TO,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,PNE.TO,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,PNE3.DE,3,"CFOlessEarnings, netDebtToEBITDA, returnOnAssets",EJECTED,
general,PNN.L,1,netDebtToEBITDA,EJECTED,
general,PNW,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,POXEL.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,PPL,1,netDebtToEBITDA,EJECTED,
general,PRD.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,PRMB,1,netDebtToEBITDA,EJECTED,
general,PRO.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,PROF,1,returnOnAssets,EJECTED,
general,PROX.BR,1,uCurrentRatio,EJECTED,
general,PRQ.TO,1,uCurrentRatio,EJECTED,
general,PRS.OL,1,uInterestCoverage,EJECTED,
general,PRTA,1,returnOnAssets,EJECTED,
general,PRX.AS,1,CFOlessEarnings,EJECTED,
general,PSK.TO,1,uCurrentRatio,EJECTED,
general,PSM.DE,1,uCurrentRatio,EJECTED,
general,PSNY,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,PTLO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,PUB.PA,1,uCurrentRatio,EJECTED,
general,PXLW,1,returnOnAssets,EJECTED,
general,PYPD,1,returnOnAssets,EJECTED,
general,PYR.TO,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,PYRUM.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,QAIR.ST,1,uCurrentRatio,EJECTED,
general,QBR-B.TO,1,uCurrentRatio,EJECTED,
general,QBY0.DE,1,uInterestCoverage,EJECTED,
general,QLINEA.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,QRHC,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,QSI,1,returnOnAssets,EJECTED,
general,QSR,1,netDebtToEBITDA,EJECTED,
general,QTRH.TO,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,QUAD,1,uCurrentRatio,EJECTED,
general,QUBT,1,uInterestCoverage,EJECTED,
general,RAIL.ST,1,uCurrentRatio,EJECTED,
general,RBY.TO,1,uCurrentRatio,EJECTED,
general,RCAT,1,returnOnAssets,EJECTED,
general,RCEL,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,RCI,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,RCKT,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,RDC.DE,1,uInterestCoverage,EJECTED,
general,RDW,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,RDZN,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,REJL-B.ST,1,uCurrentRatio,EJECTED,
general,RELX,1,uCurrentRatio,EJECTED,
general,RENE.LS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,REPL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,RH,1,netDebtToEBITDA,EJECTED,
general,RHK.DE,1,CFOlessEarnings,EJECTED,
general,RKT.L,1,uCurrentRatio,EJECTED,
general,RLMD,1,returnOnAssets,EJECTED,
general,RNK.L,1,uCurrentRatio,EJECTED,
general,RNO.PA,1,netDebtToEBITDA,EJECTED,
general,RNWH.L,1,uCurrentRatio,EJECTED,
general,ROL,1,uCurrentRatio,EJECTED,
general,RPD,1,netDebtToEBITDA,EJECTED,
general,RUM,1,returnOnAssets,EJECTED,
general,RWE.DE,1,uInterestCoverage,EJECTED,
general,RXL.PA,1,netDebtToEBITDA,EJECTED,
general,RY4C.DE,1,uCurrentRatio,EJECTED,
general,S30.PA,1,returnOnAssets,EJECTED,
general,SAF.PA,1,uCurrentRatio,EJECTED,
general,SALME.OL,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SALT-B.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,SANA,1,returnOnAssets,EJECTED,
general,SANG,3,"returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,SATS.OL,1,uCurrentRatio,EJECTED,
general,SAX.DE,1,uCurrentRatio,EJECTED,
general,SBH,1,netDebtToEBITDA,EJECTED,
general,SBMO.AS,1,netDebtToEBITDA,EJECTED,
general,SBO.OL,2,"CFOlessEarnings, netDebtToEBITDA",EJECTED,
general,SBUX,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,SCATC.OL,1,netDebtToEBITDA,EJECTED,
general,SCE.DE,1,uInterestCoverage,EJECTED,
general,SCI,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,SCIB.ST,2,"returnOnAssets, uInterestCoverage",EJECTED,
